source_path,source,original_split,split,raw_label,label,label_index,sha256,width,height,channels,image_format,status,reason,canonical_path
K:\人脸数据集\2013\test\happy\PrivateTest_73887528.jpg,2013,test,,happy,happy,3,cfe6caf46f69ca2df2a90b79adf51d3439fdcd1d270c59754876b86fd9994ed2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\happy\PublicTest_64945856.jpg,2013,test,,happy,happy,3,61d2e34b31470116b629cea34fccfea97fb2ea422b731bea58a46287f23be7c4,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\neutral\PrivateTest_10767287.jpg,2013,test,,neutral,neutral,4,5c231ac5c8d77697b52c82694ac8ff0445ff48d66dc84aa342c084c71fb4cc82,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PrivateTest_39693209.jpg,2013,test,,sad,sad,5,200ac8bc39d686ea129cd47222c98de46b686793ebec188a73cd52a7348bee12,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PrivateTest_70680879.jpg,2013,test,,sad,sad,5,befbcbde37c7c976b26ff838db6acb4e98834e6fb2c04b5f2e7855528ee6ddad,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PrivateTest_8886048.jpg,2013,test,,sad,sad,5,dd106aa2b15f05100548a14497e8d1c977b9817f282641e02d4176b5bd7afc54,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PublicTest_3136229.jpg,2013,test,,sad,sad,5,b4bd717021b94f6842e85d89bd00b8d65010569bf8569f902de111a02d34bcd5,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PublicTest_376099.jpg,2013,test,,sad,sad,5,f211642b8b63bda2503fc49d408c7f67072f1b710b6801b8a7af326125482c0e,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PublicTest_61948626.jpg,2013,test,,sad,sad,5,befbcbde37c7c976b26ff838db6acb4e98834e6fb2c04b5f2e7855528ee6ddad,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\sad\PublicTest_86086159.jpg,2013,test,,sad,sad,5,a1551c60a2e46419b5234e791587918c2aeaeeb7d2914310244418a2b9b82c63,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PrivateTest_44907068.jpg,2013,test,,surprise,surprise,6,d24a5177ff5a8e1d603a2b43cda396a709ea4802be4a45f7e8f7b78617c8b32d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PrivateTest_48967459.jpg,2013,test,,surprise,surprise,6,455f5a2c71ffe9a25cbb853a02aad0b7211a1f5c65bec57e9d13c557c731c3ba,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PrivateTest_64218614.jpg,2013,test,,surprise,surprise,6,bde7b06ce5f4a454c15b966b455e8173e0430f8f27145928d962e974f6c8f1e6,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PrivateTest_95404064.jpg,2013,test,,surprise,surprise,6,91bb2135d60f4a7e9d054d23ef295b8271d8ec76f547faa10952132285e567cb,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PublicTest_10754294.jpg,2013,test,,surprise,surprise,6,bde7b06ce5f4a454c15b966b455e8173e0430f8f27145928d962e974f6c8f1e6,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PublicTest_48991844.jpg,2013,test,,surprise,surprise,6,cfe6caf46f69ca2df2a90b79adf51d3439fdcd1d270c59754876b86fd9994ed2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\test\surprise\PublicTest_75474602.jpg,2013,test,,surprise,surprise,6,3470c8a8b77d86a3fda906c7dca2d461fa5a4d6a18da82303c1f55b89fccc135,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_10131352.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_10857340.jpg,2013,train,,angry,angry,0,95eef42d8688868f7d73c45368d7f91456dcd3c6c939226c3779bf86cf7e5ba7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_11036720.jpg,2013,train,,angry,angry,0,a1551c60a2e46419b5234e791587918c2aeaeeb7d2914310244418a2b9b82c63,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_13919685.jpg,2013,train,,angry,angry,0,da8382639d0fdf204f3b199066dc7a94045cd3c7763dfc3a1f7b1a0f7c609b31,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_22572626.jpg,2013,train,,angry,angry,0,b4bd717021b94f6842e85d89bd00b8d65010569bf8569f902de111a02d34bcd5,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_24511742.jpg,2013,train,,angry,angry,0,d5c76b1e809242720e3c473f7e511503c1953a61687a670618a6a82679ea31b2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_28756096.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_29384255.jpg,2013,train,,angry,angry,0,be5fd1442a5f0cc90f03944738969aadad1c929bba2107308d936e8c261fc29a,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_32571770.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_41634629.jpg,2013,train,,angry,angry,0,e154f25905db0102df406a7784828b3e3371d0df20178da0f1a09049a134406b,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_52563817.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_5266938.jpg,2013,train,,angry,angry,0,9ef36a0584f2571dd4ce3c1403ea860bd3cdb8c1aeb3e4aa848fb830a95abfb5,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_59410566.jpg,2013,train,,angry,angry,0,bc7135f505198e95b1ca13b9139a095d17fc4d50730612ae865154b48e5908e7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_67213645.jpg,2013,train,,angry,angry,0,e55f143bce37518b76a04816d36b333be8f924e0a104da32090213d1a1017d82,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_70731802.jpg,2013,train,,angry,angry,0,f03a83e83a0ff20ad585621e3fd0cbfebb759139131150a512b6578100c4664e,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_71282551.jpg,2013,train,,angry,angry,0,55c70ebbe8ff796cf07d3f066812e07fe97e4ae54976720a24ac4b8b453364a2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_71646870.jpg,2013,train,,angry,angry,0,24e4ef151fe2569290f421101c336006c5c30dd671f5aa570c61d7f4374ee3e4,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_7193527.jpg,2013,train,,angry,angry,0,6ba91d9561fee22146b6dd8dd55447dac7d7f15f015581334f12b4a38347400d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_78540321.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_81736376.jpg,2013,train,,angry,angry,0,469343c04b9983c1fb78efd7f69ef8cc18670c22fb82d683af973d99a96316cc,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_91086491.jpg,2013,train,,angry,angry,0,6ba91d9561fee22146b6dd8dd55447dac7d7f15f015581334f12b4a38347400d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_92166104.jpg,2013,train,,angry,angry,0,c467aecce4c7ebfb3ea527a207508f882a59b9fd3763b3b784be0be49769dd1e,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_92732284.jpg,2013,train,,angry,angry,0,31b92518b24475f181142b5da8c08bc83f679516f8b2c1dc62ccab69b721273b,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_96520454.jpg,2013,train,,angry,angry,0,e056fef4ba9952da6befb987bdde35767d7c7622c0ca9e54d2e0431a742a291a,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_96661811.jpg,2013,train,,angry,angry,0,d5c76b1e809242720e3c473f7e511503c1953a61687a670618a6a82679ea31b2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_96772745.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\angry\Training_99531165.jpg,2013,train,,angry,angry,0,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\disgust\Training_27574839.jpg,2013,train,,disgust,disgust,1,aa44b8078ff3cbb085efd0665a73a6424b93abceb79a180ddacb2e3daa6bc59a,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\disgust\Training_29267008.jpg,2013,train,,disgust,disgust,1,00567c7d6e6a818b519975b54a0bee17eab150fda91b951220d6f92f836ee47d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\disgust\Training_46906248.jpg,2013,train,,disgust,disgust,1,00567c7d6e6a818b519975b54a0bee17eab150fda91b951220d6f92f836ee47d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\disgust\Training_73889032.jpg,2013,train,,disgust,disgust,1,00567c7d6e6a818b519975b54a0bee17eab150fda91b951220d6f92f836ee47d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_12587825.jpg,2013,train,,fear,fear,2,bde7b06ce5f4a454c15b966b455e8173e0430f8f27145928d962e974f6c8f1e6,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_14147384.jpg,2013,train,,fear,fear,2,a98683783945883d90d5d35347589334cf45dbede6dca5187f24d312335e6676,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_17262240.jpg,2013,train,,fear,fear,2,91bb2135d60f4a7e9d054d23ef295b8271d8ec76f547faa10952132285e567cb,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_18757160.jpg,2013,train,,fear,fear,2,bc7135f505198e95b1ca13b9139a095d17fc4d50730612ae865154b48e5908e7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_19944949.jpg,2013,train,,fear,fear,2,da8382639d0fdf204f3b199066dc7a94045cd3c7763dfc3a1f7b1a0f7c609b31,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_22743028.jpg,2013,train,,fear,fear,2,65e08a468c2e713eb3e423a274149a97c85f86533a58ecf31656248c9e8b41a6,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_25298325.jpg,2013,train,,fear,fear,2,00567c7d6e6a818b519975b54a0bee17eab150fda91b951220d6f92f836ee47d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_26544341.jpg,2013,train,,fear,fear,2,befbcbde37c7c976b26ff838db6acb4e98834e6fb2c04b5f2e7855528ee6ddad,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_28332840.jpg,2013,train,,fear,fear,2,571b411b02fdc2ed88fdeba57fffd0b5cccbb0d89ef8e09aab58004098ae23b8,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_48719914.jpg,2013,train,,fear,fear,2,befbcbde37c7c976b26ff838db6acb4e98834e6fb2c04b5f2e7855528ee6ddad,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_48938052.jpg,2013,train,,fear,fear,2,ba2fcb4996f444606801d07d1ac88145bf604716b024e04b961eb2d9d1e512d5,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_49712780.jpg,2013,train,,fear,fear,2,3470c8a8b77d86a3fda906c7dca2d461fa5a4d6a18da82303c1f55b89fccc135,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_49848909.jpg,2013,train,,fear,fear,2,787dd67d1cd481afff7e182ceb9e46296364be6e6ffa41c6a1e07a99085c15f2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_51731782.jpg,2013,train,,fear,fear,2,31b92518b24475f181142b5da8c08bc83f679516f8b2c1dc62ccab69b721273b,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_54883964.jpg,2013,train,,fear,fear,2,900e9177b8dd4a177891ea22d04024afb93c1943279d50cd1b6e68eeb4bf2d36,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_6000078.jpg,2013,train,,fear,fear,2,4e718071b5b6e2decf99bfadd675e108b5f288903eab6f3516575c40a2fec9b4,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_61607854.jpg,2013,train,,fear,fear,2,c3c6c4fb6002cd5df3076f83ccbe18e0ae9ff61095e9219cdac9cec124490fea,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_62875184.jpg,2013,train,,fear,fear,2,c2466d48bcf81d59de2177852c6932f6c94b83405370d011631fe630b52b720f,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_68057622.jpg,2013,train,,fear,fear,2,f95bb184ff045216dfc736ca70dafb0c40a5a3d6e824c8ad9e89a363fb7d65aa,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_70012504.jpg,2013,train,,fear,fear,2,bde7b06ce5f4a454c15b966b455e8173e0430f8f27145928d962e974f6c8f1e6,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_71042019.jpg,2013,train,,fear,fear,2,e154f25905db0102df406a7784828b3e3371d0df20178da0f1a09049a134406b,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_7209365.jpg,2013,train,,fear,fear,2,161a9457d5003123ed0de94a488f3a7f8cc7e1fe3c582c3fbfc11dcc6a38e4df,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_73498575.jpg,2013,train,,fear,fear,2,db5e871f29e6259ffd7d7c86e71ed14b658bf4edc5e1b74a4835ce2eceea038f,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_74428465.jpg,2013,train,,fear,fear,2,35a5e499e179360a5da52d92e3d48a55e76e26ba3dad53075912655cb50ccf6c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_74697679.jpg,2013,train,,fear,fear,2,200ac8bc39d686ea129cd47222c98de46b686793ebec188a73cd52a7348bee12,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_75482128.jpg,2013,train,,fear,fear,2,91bb2135d60f4a7e9d054d23ef295b8271d8ec76f547faa10952132285e567cb,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_8082420.jpg,2013,train,,fear,fear,2,099a979fe46008f0ca1a18010a24cacfb8409bbb74458354dc79c46b7217e196,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_84271530.jpg,2013,train,,fear,fear,2,5bc9dbb341c0f99bc1336e46dac92d15845d2e746bf4b4032b3fc99659690f54,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_84851490.jpg,2013,train,,fear,fear,2,dd106aa2b15f05100548a14497e8d1c977b9817f282641e02d4176b5bd7afc54,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_93990043.jpg,2013,train,,fear,fear,2,d24a5177ff5a8e1d603a2b43cda396a709ea4802be4a45f7e8f7b78617c8b32d,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_95223309.jpg,2013,train,,fear,fear,2,c3c6c4fb6002cd5df3076f83ccbe18e0ae9ff61095e9219cdac9cec124490fea,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_95389837.jpg,2013,train,,fear,fear,2,cf0d85f4c5d319bcf98e6c2fa47dd153bc775cd5d53b0cee9e17fcadd4c36ba7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\fear\Training_98778307.jpg,2013,train,,fear,fear,2,8da50bd29e6229535200069af8c6f958eebe13d7c54fefe550046f746442c195,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\happy\Training_39084146.jpg,2013,train,,happy,happy,3,455f5a2c71ffe9a25cbb853a02aad0b7211a1f5c65bec57e9d13c557c731c3ba,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\happy\Training_87607167.jpg,2013,train,,happy,happy,3,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\happy\Training_94928306.jpg,2013,train,,happy,happy,3,26bea2f8e1061751133a59b2ed374700e805e444c09a3b422741a72abfe5eab9,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_13952103.jpg,2013,train,,neutral,neutral,4,787dd67d1cd481afff7e182ceb9e46296364be6e6ffa41c6a1e07a99085c15f2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_19484835.jpg,2013,train,,neutral,neutral,4,787dd67d1cd481afff7e182ceb9e46296364be6e6ffa41c6a1e07a99085c15f2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_20860064.jpg,2013,train,,neutral,neutral,4,b75410acf715d28a09dd71341ce270b2c5210e1bc02f4c2e56e38a3dd5dff37f,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_25602436.jpg,2013,train,,neutral,neutral,4,8da50bd29e6229535200069af8c6f958eebe13d7c54fefe550046f746442c195,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_38757141.jpg,2013,train,,neutral,neutral,4,7cf07c03f5c5099bfb6ea7055f9a70b22458f30963032268c4ec40ac2e7707c3,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_58476436.jpg,2013,train,,neutral,neutral,4,161a9457d5003123ed0de94a488f3a7f8cc7e1fe3c582c3fbfc11dcc6a38e4df,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_64154751.jpg,2013,train,,neutral,neutral,4,f211642b8b63bda2503fc49d408c7f67072f1b710b6801b8a7af326125482c0e,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_6666393.jpg,2013,train,,neutral,neutral,4,9ef36a0584f2571dd4ce3c1403ea860bd3cdb8c1aeb3e4aa848fb830a95abfb5,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_7776648.jpg,2013,train,,neutral,neutral,4,61d2e34b31470116b629cea34fccfea97fb2ea422b731bea58a46287f23be7c4,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_85804759.jpg,2013,train,,neutral,neutral,4,f03a83e83a0ff20ad585621e3fd0cbfebb759139131150a512b6578100c4664e,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\neutral\Training_89335926.jpg,2013,train,,neutral,neutral,4,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_13319523.jpg,2013,train,,sad,sad,5,a98683783945883d90d5d35347589334cf45dbede6dca5187f24d312335e6676,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_14784369.jpg,2013,train,,sad,sad,5,d5c76b1e809242720e3c473f7e511503c1953a61687a670618a6a82679ea31b2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_25006533.jpg,2013,train,,sad,sad,5,5bc9dbb341c0f99bc1336e46dac92d15845d2e746bf4b4032b3fc99659690f54,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_33162240.jpg,2013,train,,sad,sad,5,95eef42d8688868f7d73c45368d7f91456dcd3c6c939226c3779bf86cf7e5ba7,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_34443905.jpg,2013,train,,sad,sad,5,55c70ebbe8ff796cf07d3f066812e07fe97e4ae54976720a24ac4b8b453364a2,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_4450363.jpg,2013,train,,sad,sad,5,a1551c60a2e46419b5234e791587918c2aeaeeb7d2914310244418a2b9b82c63,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_48621797.jpg,2013,train,,sad,sad,5,7d95ea9b5675227952eaca2898cd12019f224ca9af14d757258a7ba7e9919b2c,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
K:\人脸数据集\2013\train\sad\Training_53775913.jpg,2013,train,,sad,sad,5,200ac8bc39d686ea129cd47222c98de46b686793ebec188a73cd52a7348bee12,48,48,1,JPEG,quarantined,cross_label_hash_conflict,
